id,company,post_title,post_date,post_text,Tipo,Assunto,Modelo,post_likes,post_comments,post_video_views,post_hashtags,origin
22,zupinnovation,,2021-01-18,"Hoje fomos pauta em um dos maiores canais de notícias do mundo: CNN falando sobre nossas vagas. Não só acreditamos como vivenciamos um crescimento acelerado em meio a pandemia, dobrando de tamanho em 2020 e esse ano traremos mais de 1.500 novos zuppers para se juntarem ao nosso sonho grande. Quer fazer parte dessa jornada exponencial com a gente? Confira nossas vagas: https://lnkd.in/ev_bt2X'",,,,428,4,0,,linkedin
23,zupinnovation,,2020-11-19,"Essa semana realizamos a 2ª edição da nossa semana da Diversidade! Nossa agenda teve pautas LGBT+, empoderamento feminino, antirracismo e masculinidades possíveis, sob a ótica social, corporativa e na tecnologia. O objetivo foi pensar diversidade e dar destaque à questões que precisamos evoluir enquanto comunidade, trabalhando os pilares da nossa cultura, compartilhando conhecimento, histórias, desafios e muita inspiração.A Semana da Diversidade é uma iniciativa sobre respeito e inclusão. Entendemos que este é nosso papel enquanto empresa frente à sociedade para que possamos construir, contar e ouvir histórias com perspectivas melhores para a população de grupos minorizados, que diariamente é violentada.Vem escrever essa história com a gente! #VemPraZup'",,,,200,3,2893,#VemPraZup',linkedin
24,zupinnovation,,2020-11-19,"Agora que você já sabe que liberdade começa com Z e que todo zupper pode trabalhar de onde quiser, apresentamos nosso novo portal que reúne todas as novidades, iniciativas e novas estruturas para sermos a melhor empresa para se trabalhar no formato remoto. O futuro é remoto. Na Zup, é agora.👉Atualizaremos com frequência tudo que rola do lado de cá, então não deixe de clicar no link: https://lnkd.in/eqRhthC👉Tem dúvidas sobre nosso novo modelo de trabalho? Mande nos comentários que vamos te responder. #VempraZup #LiberdadeZup #GoZup'",,,,224,3,3568,"#VempraZup, #LiberdadeZup, #GoZup'",linkedin
25,zupinnovation,,2021-01-18,"O Orange Talents, nosso maior programa de aceleração e contratação de devs júniores está a todo vapor! Já são mais de 3 mil inscritos e essa oportunidade pode ser sua!Pra te ajudar na sua tomada de decisão e fazer sua inscrição, convidamos o nosso idealizador e diretor de estratégia Felipe Barreiros para responder as principais dúvidas enviadas por vocês!Para acompanhar as perguntas e respostas, te convidamos para dar uma passadinha no nosso instagram, clicando no link: https://lnkd.in/gucDxnV'",,,,151,3,0,,linkedin
26,zupinnovation,,2020-11-19,""" - Não precisa testar. Tá lindo! """" - Dá pra trocar o fundo? """" - Não precisa do designer, ainda não estamos falando das telas.""Se você entende estas dores, saiba que hoje é o dia de falar de design e homenagear estas pessoas que trabalham criando experiências incríveis muito antes de uma interface nascer e que nos ajudam a resolver os problemas reais das pessoas!Nossos parabéns a tod_s designers, vocês arrasam muito! 👉 Conhece alguém de design que te inspira? Marque esta pessoa nos comentários e dedique esta homenagem a ela! 💕'",,,,388,54,7654,,linkedin
27,zupinnovation,,2020-11-19,"Hoje começamos um novo capítulo na nossa história.😍🚀Ao longo desses 8 meses de trabalho remoto, conseguimos provar que é possível transformar qualquer ambiente em um lugar de crescimento exponencial! Um novo mundo, requer novas oportunidades, novas escolhas e agora anunciamos o remoto por padrão permanente. Nossos Zuppers terão a oportunidade de escolher entre trabalhar dos escritórios (quando voltarem a abrir), em modelo 100% home office, ou ainda em modelo híbrido e serão donos das suas decisões e tornarão o ir e vir, livres.Para isso, pensamos em toda a estrutura para sermos a melhor empresa no formato remoto, contando com os principais temas, pensando em qualidade de vida, apoio psicológico, conexão entre os Zuppers com variados temas e convidados e muito mais!Liberdade agora começa com ZZ de Zup!👉Para saber mais sobre o assunto e viver essa experiência com a gente, clique no link: https://lnkd.in/eqRhthC👉Gostou da novidade? Conta pra gente nos comentários.#LiberdadeZup #VempraZup #GoZup'",,,,513,26,13106,"#LiberdadeZup, #VempraZup, #GoZup'",linkedin
28,zupinnovation,,2020-11-19,"Qual o seu sonho? E o que você faz todos os dias para realizá-lo?Resolvemos falar um pouco mais sobre o nosso sonho e as escolhas diárias que nos aproximam desse propósito: transformar o Brasil em um polo global de tecnologia. Hoje, somos mais de 1800 zuppers, 1800 nerds percorrendo uma trajetória cheia de desafios em velocidade recorde. Para alcançar nosso sonho, unimos pessoas e tecnologia, num ambiente que nos proporciona, a cada nova fase, oportunidade para reinventar, pivotar, coletar aprendizados e seguir em frente. Afinal, sabemos que juntos chegamos lá.Se você também acredita nesse sonho, tem lugar para você aqui! #vemprazup'",,,,247,12,4840,#vemprazup',linkedin
29,zupinnovation,,2020-11-19,"Chegando no final de Outubro e hoje a mensagem é muito importante!Esse mês o time de diversidade trouxe essa conversa para o ambiente de trabalho, com a Dra. Lívia Conz, garantindo que a prevenção seja lembrada e esteja presente na rotina dos nossos Zuppers.E você em casa deve estar se perguntando, o que você pode fazer, certo? Faça essas 3 perguntas para quem você ama:Você tem observado suas mamas ?Você já marcou seus exames anuais?Você conhece seus fatores de riscos?O papo é sério, saúde é papo sério e precisamos todos estar atentos - não só hoje, não só em outubro, mas sempre!Cuide-se! 💓'",,,,73,1,1071,,linkedin
30,zupinnovation,,2020-12-19,"Hoje é um dia especial por aqui, os alunos da 3ª turma do no nosso programa Estrelas fora da Caixa que visa proporcionar oportunidades de formação profissional em tecnologia para pessoas em situação de vulnerabilidade social, apresentam o projeto final da primeira fase e ainda vão comemorar em um happy hour para fechar o ano de 2020.Pra você saber mais sobre o programa, preparamos um ZupCast especial, convidamos alguns zuppers: Maga Alonso, Eliseu Conz, João Vitor Almeida, Fábio Junior, Milena Figueredo, Lucas Lelis, Raphael Andrade e Gabriel Garcia Martins - idealizadores do programa, mentores, time de diversidade, para um bate-papo contando um pouco mais sobre o o que é o Estrelas fora da Caixa e o impacto da tecnologia na vida das pessoas.👉Você confere o episódio completo clicando no link: https://lnkd.in/eWrUxCQ#VempraZup #GoZup #EstrelasforadaCaixa'",,,,177,8,0,"#VempraZup, #GoZup, #EstrelasforadaCaixa'",linkedin
31,zupinnovation,,2020-10-20,"Setembro, foi um mês histórico em contratações, contamos com mais de 180 zuppers incríveis que agora fazem parte da nossa história. Nossos números mostram o orgulho que sentimos em poder continuar tendo um crescimento exponencial. Só na pandemia foram mais de 1.000 contratações e mesmo em tempos tão difíceis, dando mais oportunidades para as pessoas se juntarem ao nosso propósito e evoluírem com a gente. Nada seria possível sem esse time de Talent Acquisition fora da curva que não mede esforços pra trazer os melhores talentos do mercado. Nesse vídeo eles trouxeram o que o mês de setembro significou pra eles.Continuamos na busca!Venha fazer parte da nossa história. 👉Confira nossas vagas clicando no link: https://lnkd.in/eTSZsjF#VempraZup #GoZup #ForadaCurva #SejaTransformador'",,,,238,19,6636,"#VempraZup, #GoZup, #ForadaCurva, #SejaTransformador'",linkedin
32,zupinnovation,,2020-10-20,"Já ouviu falar em Server-Driven UI?\u2063Apesar de já muito utilizado por big techs, ainda temos pouquíssimo conteúdo sobre, por isso, temos um convite especial para quem interesse no tema:\u2063\u2063Do dia 19 a 23 de outubro faremos uma imersão completa, com tudo o que você precisa saber para ir do básico ao avançado!\u2063\u2063Em apenas uma semana, você vai aprender com especialistas a construir um aplicativo do zero utilizando os conceitos de Server-Driven UI e entendendo suas principais vantagens.\u2063\u2063Preparad_ para essa jornada?\u2063\u2063⚡️ Vem com a gente! Inscrições pelo link: https://lnkd.in/dSsvZKT\u2063#vemprazup #gozup #somosnerds #serverdriven #ui'",,,,82,0,2099,"#vemprazup, #gozup, #somosnerds, #serverdriven, #ui'",linkedin
33,zupinnovation,,2020-10-20,"Praparad_ para subir de nível na sua carreira e trabalhar com a gente? Vamos contratar devs em nível pleno para vivenciar um programa de aceleração profissional inédito.Você será desafiad_, explorando ao máximo seu potencial para que atinja o próximo nível da sua carreira em 04 semanas. Para isso, te daremos todas as ferramentas: mentores, conteúdo e oportunidades!Mais do que estudar, você irá trabalhar em projetos reais de transformação e inovação para o maior banco da América Latina. Atividades desafiadoras, que te farão colocar a mão na massa para desenvolver soluções e repensar modelos de negócio escaláveis. Vem com a gente?👉 Inscrições até o dia 13 (terça-feira) pelo link: https://lnkd.in/eHhNVM5 #VempraZup #Gozup #Bootcamp #Tecnologia #Oportunidade'",,,,134,6,4818,"#VempraZup, #Gozup, #Bootcamp, #Tecnologia, #Oportunidade'",linkedin
34,zupinnovation,,2020-12-19,"""Pronto para começar o dia?Hoje damos inicio a mais uma jornada de compartilhamento de conteúdo com nossos parceiros do The Developer's Conference - Porto Alegre. Para a última edição do ano, preparamos painéis de conteúdos exclusivos em nossa sala e esperamos você para estar com a gente ao longo desses 3 dias.👉Inscreva-se gratuitamente e venha com a gente: https://bit.ly/ZUPnoTDCPoa#VempraZup #GoZup #ZupnoTDC""",,,,106,1,0,"#VempraZup, #GoZup, #ZupnoTDC""",linkedin
35,zupinnovation,,2020-10-20,"Você está pronto para dar o próximo passo na sua carreira? O ZupBootcamp entra em sua 2ª edição e a meta é clara: Vamos contratar 50 devs back-end para vivenciar um programa de aceleração técnica inédito!- Serão 4 semanas de pura imersão e prática 100% online;- Muito material de apoio para cada funcionalidade;- Canal exclusivo para trocas e aprendizados;- Um time de mentores experts para dar todo suporte e te ajudar no seu desenvolvimento;E o melhor? As oportunidades são para: São Paulo, Campinas, Uberlândia e Joinville.Quer saber como foi a primeira edição? Confira o vídeo e venha viver essa experiência com a gente!👉Para se inscrever e saber mais: https://lnkd.in/eHhNVM5'",,,,118,7,3899,,linkedin
36,zupinnovation,,2020-10-20,"Você está cuidando da sua saúde mental?Durante todo esse mês do #setembroamarelo trouxemos conteúdos, pílulas e um bate-papo super interessante com as psicólogas Milene Rosenthal e a Zupper Larissa Mendes. Compartilhando conhecimentos sobre ansiedade, bipolaridade, burnout, depressão e outros assuntos bem importantes para gerarmos conhecimento e quebrar tabus sobre o tema.Muitas vezes estigmas são ditos de formas impensadas e machucam ainda mais quem precisa de um simples gesto de amor, carinho e ajuda.Apoiamos essa campanha, valorizamos nossos zuppers e suas vidas! Especialmente em tempos como esse, zelar por nossa saúde mental e de nossos queridos é urgente e essencial!#VempraZup #ZupAmarela #SaúdeMental #SetembroAmarelo #Depressãonãoémimimi'",,,,71,0,1088,"#setembroamarelo, #VempraZup, #ZupAmarela, #SaúdeMental, #SetembroAmarelo, #Depressãonãoémimimi'",linkedin
38,zupinnovation,,2021-01-18,"Todo ano no Natal presenteamos e comemoramos as entregas e conquistas com nossos zuppers, mas esse ano resolvemos fazer algo diferente junto com a ONG Gerando Falcões que faz trabalhos sociais com jovens de favelas e comunidades carentes no Brasil todo.Ao invés dos famosos kits de Natal, presenteamos os zuppers com o valor de R$100,00 e demos a oportunidade deles poderem usar o dinheiro da maneira que quisessem ou fazer a doação para a ONG e o resultado não poderia ter sido mais impactante: No total tivemos mais de 700 zuppers doando, além do nosso valor de R$80 mil reais doados também, totalizando R$150 mil reais, que a Gerando Falcões irá endereçar para projetos de educação em favelas de Belo Horizonte, Minas Gerais.❤️Estamos muito felizes pela concretização dessa ação e por ter tido um impacto tão grande, além de ajudar a vida de muitas pessoas.#VempraZup #GoZup #GerandoFalcoes'",,,,245,3,0,"#VempraZup, #GoZup, #GerandoFalcoes'",linkedin
39,zupinnovation,,2021-01-18,"Um novo ano começou e já estamos muito animados pra tudo que vem pela frente!😍Por aqui SONHOS, EMPATIA e CONQUISTAS não vão faltar, e por aí quais palavras vão representar seu 2021?#FelizAnoNovo #VempraZup #GoZup'",,,,258,56,0,"#FelizAnoNovo, #VempraZup, #GoZup'",linkedin
41,zupinnovation,,2020-11-19,"A pandemia chegou, foi um momento novo e de muita adaptação para todos nós, afinal, quem não achou que só iria durar 15 dias não é mesmo? Os meses foram passando, fomos amadurecendo nosso jeito de trabalhar, de conviver e de viver.Há quem esteja feliz trabalhando 100% de casa (ou do mundo), há quem esteja contando os dias para tomar um cafézinho na copa com a galera do trabalho. Pensando em deixar a vida zupper mais feliz, estamos apostando na Liberdade de escolha.Por isso hoje, nosso ZupCast é especial para você que quer saber mais sobre o assunto! Nossa Head de Experiência, Inclusão e Diversidade, Bruna Castro, bateu um papo com um de nossos co-founders e COO Gustavo Debs e contou como funciona nosso novo modelo de trabalho e por que tomamos essa decisão! 👉Escute agora clicando no link: https://lnkd.in/gSPjmqb'",,,,225,4,0,,linkedin
