id,company,post_date,post_text,post_likes,post_comments,assunto,,,
234,gft-group,2020-07-22,"O terceiro episódio do Tech Me Visita a GFT está no ar! Neste programa, nosso presidente Marco Santos conta aos jovens sobre os caminhos possíveis dentro da área de tecnologia. Eles também conhecem o novo Laboratório de Inovação da GFT com Gabriel Cocenza Carvalho e Carlos Kazuo Missao.Veja mais: https://lnkd.in/dqEYFgH*Gravação realizada antes da pandemia'",18,0,Carreira,,,
266,gft-group,2020-07-22,Unleash the full potential of your #bank by leveraging our ☁️ #cloud enabling solutions.Read and succeed with our GFT Cloud solutions and Services!🔽🔽🔽https://lnkd.in/dEAh_2T#cloudsolution #cloudservices #digitalfirst',40,0,Variados,,,
268,gft-group,2020-07-22,Você já ouviu falar em Business Process Management? Este é o tema do nosso novo Podcast! Nicole Seschin recebeu as especialistas Cristina Alves e Gabriele Guedes para falar mais sobre este assunto! Ouça agora: https://lnkd.in/dKTaGaE',51,8,Transformação Digital,,,
272,gft-group,2020-07-22,"#GFTBrasil está no portal da EXAME! A expansão da GFT Brasil foi destaque na imprensa. A companhia está com mais de 100 oportunidades abertas para área de TI , os novos contratados já começam a trabalhar em #HomeOffice. Fernanda dos Santos Rodrigues, diretora de Recursos Humanos da GFT, falou um pouco sobre o crescimento da companhia neste momento. Leia mais:  https://lnkd.in/gx84_kD#VemSerGFT #AceleraGFT #GreatPlacetoWork #DigitalNatives'",215,9,Dados,,,
279,gft-group,2020-07-22,"Watch on-demand here our latest GFT #webinar on hybrid and #multicloud and get a unique look into the full power of #Google Anthos and Apigee. Our dynamic demonstration shows how deploying Anthos and Apigee is already enabling forward-thinking firms to intelligently maximise overstretched technology budgets to deliver long-lasting, transformative business change capabilities, today. https://bit.ly/3eFNUGE'",29,2,Variados,,,
280,gft-group,2020-07-22,Join GFT for an online Meetup next week from 18:00 BST on Wednesday 5 August 2020. We have decided to kick-off our 2020 online programme with a core topic within #tech - The Humane Nature of Technology. This #meetup seeks to explore what we mean when we use the phrase ‘humane nature of technology’ and dive deep into what the future holds. Sign up here! https://bit.ly/30PFM1o',32,0,Variados,,,
286,gft-group,2020-07-22,"Only 1 day to go until GFT’s live dynamic interactive webinar where we bring to life our vision of what a modern hybrid and #multicloud environment should look like. Register now to see #Google Anthos and Apigee in action tomorrow on Thursday 16 July, as we show how a firm can control and exploit the power of multiple applications across on-premise and multicloud environments. Sign up here! https://bit.ly/2CeABiX'",40,2,Variados,,,
291,gft-group,2020-07-22,"Only 1 week to go until GFT’s live dynamic interactive webinar where we bring to life our vision of what a modern hybrid and #multicloud environment should look like. Register now to see #Google Anthos and Apigee in action on Thursday 16 July, as we show how a firm can control and exploit the power of multiple applications across on-premise and multicloud environments. Sign up here! https://bit.ly/2CeABiX'",54,2,Variados,,,
292,gft-group,2020-07-22,"In collaboration with our partners, TIBCO and Amazon Web Services (AWS), watch our latest GFT #webinar here to discover how to unleash the power of high performance computing #HPC in the #cloud the minute your business needs it. Watch this webinar via our website, where you can also download the latest HPC resources from GFT.  https://bit.ly/3e995AA'",50,0,Variados,,,
381,gft-group,2020-07-22,Il existe de multiples raisons pour lesquelles nous sommes fiers de présenter le défi Kilimandjaro à Québec cette année. Voici les 3 principales raisons pour lesquelles nous avons décidé de nous impliquer!Inscrivez-vous dès maintenant ! https://lnkd.in/duRQPH4',15,0,Carreira,,,
431,gft-group,2020-07-22,📥 ¡Apúntate! al #CURSO 👉 http://bit.ly/2P15OJEAprenderás a liderar una transformación Lean-Agile aprovechando las prácticas y principios de #Scaled Agile Framework® (SAFe®) #safe 📅 30/11/2020 - 3/12/2020 📍Barcelona',43,1,Marca,,,
432,gft-group,2020-07-22,"De acordo com levantamento da Pesquisa Nacional por Amostra de Domicílios (PNAD), dos mais de 580 mil profissionais de TI que atuam no Brasil, apenas 20% são mulheres.Em um mundo em que os dados estão por toda a parte, elas fazem a diferença no ambiente de trabalho! Por isso, convidamos todos vocês para a live “O diferencial as mulheres no mundo de dados”, com a Suzan Barreto, nossa diretora de negócios, e a Patricia Martins de Novais, cientista de Dados da SulAmérica. Reserve na sua agenda: dia 30, quinta-feira, às 18h30 no nosso canal do YouTube! Inscreva-se no nosso canal e ative o sininho para não perder essa notificação! https://lnkd.in/dmKkWPx #Girlspower #Cientistasdedados #mulheresemTI'",49,1,Marca,,,
433,gft-group,2020-07-22,"En GFT México tenemos oportunidades laborales para los siguientes perfiles en la #CDMX·  2 Delivery Manager·  2 Product Owner ·  1 DevOps Security Engineer·  1 UX DesignerIndispensable experiencia en sector Bancario. Debido a la contingencia COVID-19 los consultores contratados estarán trabajando en modalidad Home Office y una vez que podamos salir de casa, el lugar de trabajo será en Santa Fé, CDMX.Ofrecemos esquema de pago nómina 100%, prestaciones superiores a las de la ley capacitaciones, planes de carrera y la oportunidad de estar en contacto con nuevas tecnologías.Interesados favor de mandar su CV a Edgar Gabriel Ramírez Arroyo: edgar-gabriel.ramirez-arroyo@gft.com'",37,0,Carreira,,,
434,gft-group,2020-07-22,"Para GFT México nos encontramos en búsqueda de los siguientes perfiles para integrarse a nuestro equipo de trabajo:· Arquitecto de soluciones Cloud· Arquitecto de soluciones· Desarrollador iOS nativo· Desarrollador Android nativo· Product Designer· Analistas y Diseñadores APIs**Indispensable contar con experiencia en sector Bancario**Si cubren con el perfil o conocen a alguien que puedan recomendarnos agradeceremos que puedan compartirnos sus datos de contacto. Debido a la contingencia COVID-19 los consultores contratados estarán trabajando en modalidad Home Office y una vez que podamos salir de casa, el lugar de trabajo será en Av. Paseo de la Reforma, CDMX.Ofrecemos esquema de pago nómina 100%, prestaciones superiores a las de la ley capacitaciones, planes de carrera y la oportunidad de estar en contacto con nuevas tecnologías.Interesados favor de mandar su CV a Haziel Guerra al correo Oscar.Guerra@gft.com'",20,0,Carreira,,,
435,gft-group,2020-07-22,"Somos patrocinadores do Hackathon Santander Data Challenge, uma maratona virtual para ajudar as pequenas e médias empresas! Se você é apaixonado por TI, corra, que as inscrições vão até hoje! ⏰⏰O desafio será realizado na semana que vem, nos dias 1 e 2 de agosto (sábado e domingo). Acesse: https://lnkd.in/e3iRruK #VemTransformar'",62,3,Marca,,,
436,gft-group,2020-07-22,"Des vacances pour prendre du repos...et penser à son avenir!Pendant les vacances d’été, on aime s’offrir des petits plaisirs, comme une crème glacée ! Chez GFT, nous n’attendons pas seulement l’été pour offrir des petites attentions à notre équipe ; nous aimons les gâter tout au long de l’année.Nous sommes toujours à la recherche de Scrum master/ Chargé de projets, Analyste /Architecte fonctionnel & affaires, Développeur, QA pour se joindre à nos équipes. Contacte-nous dès maintenant !'",24,0,Carreira,,,
437,gft-group,2020-07-22,"En GFT México nos encontramos en búsqueda de los siguientes perfiles. (Indispensable contar con experiencia en sector bancario): · UX Designer - Bilingüe· Data Engineer· Product Owner - Bilingüe· UX Designer· Application Support· Frontend Developer· QA Funcional· QA Automatizador· Devops Engineer· Scrum MasterDebido a la contingencia COVID-19 los consultores contratados estarán trabajando en modalidad Home Office y una vez que podamos salir de casa, el lugar de trabajo será en Periférico y Reforma, CDMX.Ofrecemos esquema de pago nómina 100%, prestaciones superiores a las de la ley capacitaciones, planes de carrera y la oportunidad de estar en contacto con nuevas tecnologías.Interesados favor de mandar su CV a Carlos.Ramirez-Tula@gft.com#ÚneteANuestroEquipoGFT #EnMéxicoSiHayEmpleo #GFTMéxico'",21,1,Dados,,,
438,gft-group,2020-07-22,"¡Acompáñanos a nuestra Semana Virtual de la Salud! Mañana de las 12:00 a las 14:00 horas: ""Salud Mental en Tiempos de Covid"", https://bit.ly/2BkV9WY#SemanaVirtualDeLaSalud #gftmexico #gftworldwide'",20,0,Carreira,,,
439,gft-group,2020-07-22,"All our #GFT team in the UK were recently sent a special hamper of goodies as a thank you for their incredible work during the last few months. In what has been a challenging time, our team has remained as committed, caring and creative as ever and as you can see, were more than happy to show off the delicious treats provided, which presumably have all gone already!'",257,16,Variados,,,
441,gft-group,2020-07-22,"Des vacances pour prendre du repos...et penser à son avenir!Il faut parfois prendre le temps de s’évader et de prendre le large. Qui sait vers quelle direction cela pourra nous mener ?Besoin toi aussi de t’évader ? GFT peut t’offrir de nouvelles perspectives d’emploi.Nous sommes toujours à la recherche de Scrum master/ Chargé de projets, Analyste /Architecte fonctionnel & affaires, Développeur, QA pour se joindre à nos équipes. Contacte-nous dès maintenant !'",24,0,Carreira,,,
442,gft-group,2020-07-22,"Fomos eleitos pela Serasa Experian como a melhor consultoria de fábrica de software no último ano fiscal! Pela segunda vez, fomos reconhecidos com o Prêmio Fornecedores de TI, ganhando na categoria Parceria Estratégica. Agradecemos à #serasaexperian, pela confiança no nosso #teamGFT! #GFTBrasil #Readytogrow #technology'",437,14,Marca,,,
443,gft-group,2020-07-22,"Faça parte do #teamgft !São 10 vagas abertas para a posição de Engenheiro de Software Sênior! Além das skills técnicas, buscamos profissionais apaixonados por tecnologia, com perfis inovadores, dinâmicos, organizados e alta capacidade analítica com foco em resultados!Você tem todos esses requisitos? Entre no nosso site para saber mais e participe do nosso processo seletivo: https://bit.ly/2Wr7qQZ#VempraGFT #GFTBrasil #DigitalFirst'",77,3,Carreira,,,
444,gft-group,2020-07-22,"Você sabe quais são os benefícios de utilizar a aplicação DevSecOps na sua empresa? Conheça algumas delas: executar um ciclo de desenvolvimento de software seguro, mudanças de cultura ao automatizar gates de segurança e ganho de ferramentas que podem otimizar e trazer mais maturidade para o ciclo de desenvolvimento de software. Quer saber mais? O Diego Gabriel Cardoso, arquiteto de soluções sênior e head de gestão de APIs e integração da GFT Brasil, te conta no Webinar@GFT, que ocorre na próxima terça-feira, 21, às 11h. Inscreva-se https://bit.ly/3ipC1aV'",27,0,Segmentos de Mercado,,,
445,gft-group,2020-07-22,Como acelerar a sua transformação digital? Nós podemos te ajudar! Baixe o nosso material exclusivo sobre o tema para medir a produtividade e a colaboração da sua equipe e descubra quais são os 19 pilares da transformação digital. Acesse: https://bit.ly/2Dq3JUR#DigitalFirst #TransformaçãoDigital #GFTBrasil',28,0,Transformação Digital,,,
446,gft-group,2020-07-22,"Bonne fête nationale à nos clients français ainsi que nos collègues travaillant à notre bureau à Niort, sans oublier non plus nos collègues français à Québec qui sont de plus en plus nombreux.#14juillet'",52,0,Carreira,,,
447,gft-group,2020-07-22,Não conseguiu assistir o nosso webinar sobre a aplicação DevSecOps? Ele já está disponível no youtube!Acesse: https://bit.ly/2NUxO14 para saber mais quais são os benfícios para utilizá-lo na sua estratégia de negócios! #DigitalFirst #GFTBrasil #DevSecOps',29,0,Transformação Digital,,,
448,gft-group,2020-07-22,"Depuis le début du mois d’avril, nous procédons à des tirages hebdomadaires afin de gâter nos professionnels. Nous avons donc créer notre « panier bleu GFT » en leur offrant de nombreux produits locaux 100% Québec, qui ont souvent un petit côté gourmand. C’est notre façon d’encourager nos artisans et entreprises québécois.#achatlocal'",36,0,Carreira,,,
449,gft-group,2020-07-22,GFT a à cœur la santé de ses professionnels!C’est pour cette raison qu’un masque en tissu lavable et réutilisable a été livré à chacun de nos professionnels de Québec.',174,2,Carreira,,,
450,gft-group,2020-07-22,"Des vacances pour prendre du repos...et penser à son avenir!Les vacances sont le meilleur moment pour revenir à l’essentiel et ainsi se connecter à ses priorités : être heureux, tout simplement. Et si votre bonheur se trouvait chez GFT ?Nous sommes toujours à la recherche de Scrum master/ Chargé de projets, Analyste /Architecte fonctionnel & affaires, Développeur, QA pour se joindre à nos équipes. Contacte-nous dès maintenant !'",30,0,Carreira,,,
451,gft-group,2020-07-22,A FEBRABAN escolheu a GFT para conduzir a 1º Fase do projeto de Open Banking no Brasil. Auxiliaremos nas Definições dos Padrões Tecnológicos e Procedimentos Operacionais. Fazer parte de algo tão importante assim é de extrema satisfação e vai ao encontro com nosso propósito como companhia.#openbanking #openbankingbrasil',154,6,Carreira,,,
452,gft-group,2020-07-22,"📢\u202f📅\u202fJuly, 23rd 10:00 AM ""i3-MARKET #Workshop for data marketplace users""Register here: 👉 https://bit.ly/gft-i3mktIf you are a data-driven company, if you face challenges in developing your data related business or if you are just interested in learning more about industrial data marketplaces, then this workshop is made for you.GFT Italy is part of the consortium of i3-MARKET project and we are pleased to invite you to our first workshop “i3-MARKET Workshop for data marketplace users” where you get a chance to: ▶️ get involved in an industrial data ecosystem with a network of leading companies in Europe; ▶️ get visibility and ‘spotlights’ for your company within i3-MARKET channels; ▶️ express your needs regarding data marketplaces; ▶️ get i3-MARKET solutions matching real market needs; ▶️ be involved in the upcoming Open Source Ecosystem of i3-MARKET.  Register here: https://bit.ly/gft-i3mkt#teamGFT #digitalfirst'",16,0,Variados,,,
